title,start_year,runtime_minutes,genres,id,release_date,production_budget,domestic_gross,worldwide_gross
Life,2010,75.0,Documentary,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2010,75.0,Documentary,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2015,111.0,Biography,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2015,111.0,Drama,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2015,111.0,Biography,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2015,111.0,Drama,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2014,90.0,Drama,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2014,90.0,Drama,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2017,104.0,Horror,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2017,104.0,Sci-Fi,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2017,104.0,Thriller,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2017,104.0,Horror,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2017,104.0,Sci-Fi,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2017,104.0,Thriller,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life,2018,119.0,Comedy,51,"Apr 16, 1999","$75,000,000",64062587.0,73521587.0
Life,2018,119.0,Comedy,66,"Mar 24, 2017","$58,000,000",30234022.0,100929666.0
Life During Wartime,2014,50.0,Documentary,44,"Jul 23, 2010","$4,500,000",281447.0,281447.0
Life During Wartime,2014,50.0,History,44,"Jul 23, 2010","$4,500,000",281447.0,281447.0
Life as We Know It,2010,114.0,Comedy,64,"Oct 8, 2010","$38,000,000",53374681.0,105887837.0
Life as We Know It,2010,114.0,Drama,64,"Oct 8, 2010","$38,000,000",53374681.0,105887837.0
Life as We Know It,2010,114.0,Romance,64,"Oct 8, 2010","$38,000,000",53374681.0,105887837.0
Life of Pi,2012,127.0,Adventure,88,"Nov 21, 2012","$120,000,000",124987022.0,620912003.0
Life of Pi,2012,127.0,Drama,88,"Nov 21, 2012","$120,000,000",124987022.0,620912003.0
Life of Pi,2012,127.0,Fantasy,88,"Nov 21, 2012","$120,000,000",124987022.0,620912003.0
Life of the Party,2017,84.0,Comedy,88,"May 11, 2018","$30,000,000",53059911.0,65759911.0
Life of the Party,2017,84.0,Drama,88,"May 11, 2018","$30,000,000",53059911.0,65759911.0
Life of the Party,2018,105.0,Comedy,88,"May 11, 2018","$30,000,000",53059911.0,65759911.0
Life of the Party,2017,115.0,Drama,88,"May 11, 2018","$30,000,000",53059911.0,65759911.0
Light from the Darkroom,2014,90.0,Action,19,"Dec 31, 2014","$600,000",0.0,0.0
Light from the Darkroom,2014,90.0,Drama,19,"Dec 31, 2014","$600,000",0.0,0.0
Light from the Darkroom,2014,90.0,Thriller,19,"Dec 31, 2014","$600,000",0.0,0.0
Lights Out,2010,87.0,Drama,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2010,87.0,Mystery,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2010,87.0,Thriller,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2016,81.0,Drama,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2016,81.0,Horror,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2016,81.0,Mystery,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Lights Out,2016,90.0,Documentary,55,"Jul 22, 2016","$5,000,000",67268835.0,148806510.0
Like Crazy,2011,86.0,Drama,74,"Oct 28, 2011","$250,000",3395391.0,3728400.0
Like Crazy,2011,86.0,Romance,74,"Oct 28, 2011","$250,000",3395391.0,3728400.0
Like Crazy,2016,116.0,Comedy,74,"Oct 28, 2011","$250,000",3395391.0,3728400.0
Like Crazy,2016,116.0,Drama,74,"Oct 28, 2011","$250,000",3395391.0,3728400.0
Limbo,2019,89.0,Drama,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2019,89.0,Thriller,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2010,105.0,Drama,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2012,20.0,Biography,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2012,20.0,Documentary,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2014,80.0,Drama,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2019,90.0,Comedy,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2019,90.0,Drama,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limbo,2019,90.0,Horror,55,"Jun 4, 1999","$8,300,000",2160710.0,2598224.0
Limitless,2011,105.0,Mystery,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Limitless,2011,105.0,Sci-Fi,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Limitless,2011,105.0,Thriller,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Limitless,2015,3.0,Biography,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Limitless,2015,3.0,Documentary,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Limitless,2017,57.0,Documentary,91,"Mar 18, 2011","$27,000,000",79249455.0,155564919.0
Lincoln,2012,150.0,Biography,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lincoln,2012,150.0,Drama,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lincoln,2012,150.0,History,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lincoln,2014,17.0,Biography,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lincoln,2014,17.0,Documentary,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lincoln,2014,17.0,History,73,"Nov 9, 2012","$65,000,000",182207973.0,273346281.0
Lion,2015,70.0,Comedy,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2015,70.0,Drama,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2015,70.0,Romance,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2016,118.0,Biography,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2016,118.0,Drama,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2015,143.0,Action,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2015,143.0,Drama,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Lion,2015,143.0,Romance,60,"Nov 25, 2016","$12,000,000",51739495.0,149570720.0
Little Boy,2015,106.0,Drama,65,"Apr 24, 2015","$20,000,000",6485961.0,17769299.0
Little Boy,2015,106.0,History,65,"Apr 24, 2015","$20,000,000",6485961.0,17769299.0
Little Boy,2015,106.0,War,65,"Apr 24, 2015","$20,000,000",6485961.0,17769299.0
Little Fockers,2010,98.0,Comedy,70,"Dec 22, 2010","$100,000,000",148438600.0,310650574.0
Little Fockers,2010,98.0,Romance,70,"Dec 22, 2010","$100,000,000",148438600.0,310650574.0
Little Women,2018,112.0,Drama,19,"Dec 21, 1994","$15,000,000",50003303.0,50003303.0
Little Women,2018,112.0,Family,19,"Dec 21, 1994","$15,000,000",50003303.0,50003303.0
Live and Let Die,2015,45.0,Drama,94,"Jun 27, 1973","$7,000,000",35400000.0,161800000.0
Live and Let Die,2015,45.0,War,94,"Jun 27, 1973","$7,000,000",35400000.0,161800000.0
Live by Night,2016,129.0,Action,17,"Dec 25, 2016","$65,000,000",10378555.0,21774432.0
Live by Night,2016,129.0,Crime,17,"Dec 25, 2016","$65,000,000",10378555.0,21774432.0
Live by Night,2016,129.0,Drama,17,"Dec 25, 2016","$65,000,000",10378555.0,21774432.0
Living Dark: The Story of Ted the Caver,2013,112.0,Horror,38,"Apr 23, 2019","$1,750,000",0.0,0.0
Locke,2013,85.0,Drama,37,"Apr 25, 2014","$2,000,000",1370646.0,2088390.0
Locker 13,2014,90.0,Thriller,57,"Mar 28, 2014","$300,000",3496.0,3496.0
Lockout,2012,95.0,Action,22,"Apr 13, 2012","$20,000,000",14326865.0,33943049.0
Lockout,2012,95.0,Sci-Fi,22,"Apr 13, 2012","$20,000,000",14326865.0,33943049.0
Lockout,2012,95.0,Thriller,22,"Apr 13, 2012","$20,000,000",14326865.0,33943049.0
Logan,2010,94.0,Comedy,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan,2010,94.0,Drama,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan,2010,94.0,Family,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan,2017,137.0,Action,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan,2017,137.0,Drama,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan,2017,137.0,Sci-Fi,59,"Mar 3, 2017","$127,000,000",226277068.0,615461394.0
Logan Lucky,2017,118.0,Comedy,21,"Aug 18, 2017","$29,000,000",27778642.0,44264271.0
Logan Lucky,2017,118.0,Crime,21,"Aug 18, 2017","$29,000,000",27778642.0,44264271.0
Logan Lucky,2017,118.0,Drama,21,"Aug 18, 2017","$29,000,000",27778642.0,44264271.0
London Fields,2018,118.0,Crime,24,"Oct 26, 2018","$8,000,000",252676.0,433732.0
London Fields,2018,118.0,Mystery,24,"Oct 26, 2018","$8,000,000",252676.0,433732.0
London Fields,2018,118.0,Thriller,24,"Oct 26, 2018","$8,000,000",252676.0,433732.0
London Has Fallen,2016,99.0,Action,80,"Mar 4, 2016","$60,000,000",62524260.0,195194085.0
London Has Fallen,2016,99.0,Thriller,80,"Mar 4, 2016","$60,000,000",62524260.0,195194085.0
Lone Survivor,2013,121.0,Action,84,"Dec 25, 2013","$40,000,000",125095601.0,149804632.0
Lone Survivor,2013,121.0,Biography,84,"Dec 25, 2013","$40,000,000",125095601.0,149804632.0
Lone Survivor,2013,121.0,Drama,84,"Dec 25, 2013","$40,000,000",125095601.0,149804632.0
Long Shot,2019,125.0,Comedy,75,"May 3, 2019","$40,000,000",30202860.0,43711031.0
Long Shot,2019,125.0,Romance,75,"May 3, 2019","$40,000,000",30202860.0,43711031.0
Long Shot,2015,33.0,Biography,75,"May 3, 2019","$40,000,000",30202860.0,43711031.0
Long Shot,2015,33.0,Documentary,75,"May 3, 2019","$40,000,000",30202860.0,43711031.0
Looper,2012,113.0,Action,69,"Sep 28, 2012","$30,000,000",66486205.0,170466405.0
Looper,2012,113.0,Crime,69,"Sep 28, 2012","$30,000,000",66486205.0,170466405.0
Looper,2012,113.0,Drama,69,"Sep 28, 2012","$30,000,000",66486205.0,170466405.0
Lords of London,2014,90.0,Crime,34,"Sep 1, 2015","$3,440,000",0.0,0.0
Lords of London,2014,90.0,Mystery,34,"Sep 1, 2015","$3,440,000",0.0,0.0
Lords of London,2014,90.0,Thriller,34,"Sep 1, 2015","$3,440,000",0.0,0.0
Lost River,2014,95.0,Drama,60,"Apr 7, 2015","$2,000,000",45431.0,2009644.0
Lost River,2014,95.0,Fantasy,60,"Apr 7, 2015","$2,000,000",45431.0,2009644.0
Lost River,2014,95.0,Mystery,60,"Apr 7, 2015","$2,000,000",45431.0,2009644.0
Lost Souls,2017,84.0,Action,71,"Oct 13, 2000","$28,000,000",16779636.0,31320293.0
Lost Souls,2017,84.0,Drama,71,"Oct 13, 2000","$28,000,000",16779636.0,31320293.0
Lost and Found,2015,111.0,Animation,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2015,111.0,Drama,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2015,111.0,Drama,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2015,111.0,Mystery,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2016,114.0,Romance,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2017,13.0,Documentary,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lost and Found,2017,22.0,Documentary,11,"Apr 23, 1999","$14,000,000",6552255.0,6552255.0
Lottery Ticket,2010,99.0,Comedy,90,"Aug 20, 2010","$17,000,000",24719879.0,24719879.0
Love Happens,2010,88.0,Drama,2,"Sep 18, 2009","$18,000,000",22965110.0,36133014.0
Love Letters,2015,134.0,Horror,26,"Apr 27, 1984","$550,000",5269990.0,5269990.0
Love Ranch,2010,117.0,Biography,19,"Jun 30, 2010","$25,000,000",137885.0,146149.0
Love Ranch,2010,117.0,Comedy,19,"Jun 30, 2010","$25,000,000",137885.0,146149.0
Love Ranch,2010,117.0,Drama,19,"Jun 30, 2010","$25,000,000",137885.0,146149.0
Love and Other Catastrophes,2016,100.0,Comedy,79,"Mar 28, 1997","$250,000",212285.0,743216.0
Love and Other Catastrophes,2016,100.0,Drama,79,"Mar 28, 1997","$250,000",212285.0,743216.0
Love in the Time of Monsters,2014,97.0,Comedy,81,"Feb 10, 2015","$500,000",0.0,0.0
Love in the Time of Monsters,2014,97.0,Horror,81,"Feb 10, 2015","$500,000",0.0,0.0
Love the Coopers,2015,107.0,Comedy,98,"Nov 13, 2015","$18,000,000",26302731.0,42227490.0
Love the Coopers,2015,107.0,Fantasy,98,"Nov 13, 2015","$18,000,000",26302731.0,42227490.0
Love the Coopers,2015,107.0,Romance,98,"Nov 13, 2015","$18,000,000",26302731.0,42227490.0
"Love, Simon",2018,110.0,Comedy,57,"Mar 16, 2018","$10,000,000",40826341.0,65520633.0
"Love, Simon",2018,110.0,Drama,57,"Mar 16, 2018","$10,000,000",40826341.0,65520633.0
"Love, Simon",2018,110.0,Romance,57,"Mar 16, 2018","$10,000,000",40826341.0,65520633.0
Lovesick,2019,4.0,Comedy,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2019,4.0,Drama,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2011,90.0,Comedy,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2011,90.0,Fantasy,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2011,90.0,Romance,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2014,85.0,Comedy,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2014,85.0,Romance,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2016,93.0,Drama,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Lovesick,2016,93.0,Romance,33,"Feb 18, 1983","$10,100,000",10143618.0,10143618.0
Loving,2012,105.0,Drama,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2012,105.0,Romance,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2016,123.0,Biography,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2016,123.0,Drama,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2016,123.0,Romance,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2017,105.0,Drama,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Loving,2017,105.0,Romance,92,"Nov 4, 2016","$9,000,000",7710234.0,12898064.0
Lowriders,2016,98.0,Adventure,35,"May 12, 2017","$916,000",6179955.0,6188421.0
Lowriders,2016,98.0,Crime,35,"May 12, 2017","$916,000",6179955.0,6188421.0
Lowriders,2016,98.0,Drama,35,"May 12, 2017","$916,000",6179955.0,6188421.0
Lucky Dog,2014,88.0,Family,92,"Dec 31, 2014","$2,000,000",0.0,0.0
Lucy,2014,89.0,Action,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
Lucy,2014,89.0,Sci-Fi,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
Lucy,2014,89.0,Thriller,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
Lucy,2016,9.0,Animation,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
Lucy,2016,9.0,Documentary,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
Lucy,2016,40.0,Documentary,83,"Jul 25, 2014","$40,000,000",126573960.0,457507776.0
MacGruber,2010,90.0,Action,42,"May 21, 2010","$10,000,000",8525600.0,8629895.0
MacGruber,2010,90.0,Comedy,42,"May 21, 2010","$10,000,000",8525600.0,8629895.0
MacGruber,2010,90.0,Romance,42,"May 21, 2010","$10,000,000",8525600.0,8629895.0
Machete,2010,105.0,Action,18,"Sep 3, 2010","$12,500,000",26593646.0,46370970.0
Machete,2010,105.0,Crime,18,"Sep 3, 2010","$12,500,000",26593646.0,46370970.0
Machete,2010,105.0,Thriller,18,"Sep 3, 2010","$12,500,000",26593646.0,46370970.0
Machete Kills,2013,107.0,Action,58,"Oct 11, 2013","$20,000,000",8008161.0,18273009.0
Machete Kills,2013,107.0,Crime,58,"Oct 11, 2013","$20,000,000",8008161.0,18273009.0
Machete Kills,2013,107.0,Sci-Fi,58,"Oct 11, 2013","$20,000,000",8008161.0,18273009.0
Machine Gun Preacher,2011,129.0,Action,99,"Sep 23, 2011","$30,000,000",538690.0,3721988.0
Machine Gun Preacher,2011,129.0,Biography,99,"Sep 23, 2011","$30,000,000",538690.0,3721988.0
Machine Gun Preacher,2011,129.0,Crime,99,"Sep 23, 2011","$30,000,000",538690.0,3721988.0
Mad Max: Fury Road,2015,120.0,Action,75,"May 15, 2015","$150,000,000",153636354.0,370098020.0
Mad Max: Fury Road,2015,120.0,Adventure,75,"May 15, 2015","$150,000,000",153636354.0,370098020.0
Mad Max: Fury Road,2015,120.0,Sci-Fi,75,"May 15, 2015","$150,000,000",153636354.0,370098020.0
Madagascar 3: Europe's Most Wanted,2012,93.0,Adventure,97,"Jun 8, 2012","$145,000,000",216391482.0,746921271.0
Madagascar 3: Europe's Most Wanted,2012,93.0,Animation,97,"Jun 8, 2012","$145,000,000",216391482.0,746921271.0
Madagascar 3: Europe's Most Wanted,2012,93.0,Comedy,97,"Jun 8, 2012","$145,000,000",216391482.0,746921271.0
Made in Dagenham,2010,113.0,Biography,14,"Nov 19, 2010","$8,000,000",1095369.0,15644196.0
Made in Dagenham,2010,113.0,Comedy,14,"Nov 19, 2010","$8,000,000",1095369.0,15644196.0
Made in Dagenham,2010,113.0,Drama,14,"Nov 19, 2010","$8,000,000",1095369.0,15644196.0
Madea's Big Happy Family,2011,106.0,Comedy,92,"Apr 22, 2011","$25,000,000",53345287.0,54160818.0
Madea's Big Happy Family,2011,106.0,Drama,92,"Apr 22, 2011","$25,000,000",53345287.0,54160818.0
Maggie,2015,95.0,Drama,47,"May 8, 2015","$4,500,000",187112.0,1027760.0
Maggie,2015,95.0,Horror,47,"May 8, 2015","$4,500,000",187112.0,1027760.0
Maggie,2018,88.0,Drama,47,"May 8, 2015","$4,500,000",187112.0,1027760.0
Magic Mike,2012,110.0,Comedy,88,"Jun 29, 2012","$7,000,000",113721571.0,170549753.0
Magic Mike,2012,110.0,Drama,88,"Jun 29, 2012","$7,000,000",113721571.0,170549753.0
Magic Mike XXL,2015,115.0,Comedy,66,"Jul 1, 2015","$14,500,000",66013057.0,123660597.0
Magic Mike XXL,2015,115.0,Drama,66,"Jul 1, 2015","$14,500,000",66013057.0,123660597.0
Magic Mike XXL,2015,115.0,Music,66,"Jul 1, 2015","$14,500,000",66013057.0,123660597.0
Magnolia,2016,85.0,Drama,2,"Dec 17, 1999","$37,000,000",22450975.0,48446802.0
Magnolia,2016,85.0,Family,2,"Dec 17, 1999","$37,000,000",22450975.0,48446802.0
Magnolia,2016,85.0,Romance,2,"Dec 17, 1999","$37,000,000",22450975.0,48446802.0
Magnolia,2018,49.0,Drama,2,"Dec 17, 1999","$37,000,000",22450975.0,48446802.0
Magnolia,2018,49.0,Music,2,"Dec 17, 1999","$37,000,000",22450975.0,48446802.0
Maleficent,2014,97.0,Action,84,"May 30, 2014","$180,000,000",241407328.0,758536735.0
Maleficent,2014,97.0,Adventure,84,"May 30, 2014","$180,000,000",241407328.0,758536735.0
Maleficent,2014,97.0,Family,84,"May 30, 2014","$180,000,000",241407328.0,758536735.0
Mama,2010,50.0,Drama,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2010,71.0,Drama,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2013,100.0,Horror,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2013,100.0,Thriller,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2011,110.0,Drama,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2016,90.0,Drama,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Mama,2017,89.0,Documentary,9,"Jan 18, 2013","$15,000,000",71628180.0,148095566.0
Man of Steel,2013,143.0,Action,29,"Jun 14, 2013","$225,000,000",291045518.0,667999518.0
Man of Steel,2013,143.0,Adventure,29,"Jun 14, 2013","$225,000,000",291045518.0,667999518.0
Man of Steel,2013,143.0,Sci-Fi,29,"Jun 14, 2013","$225,000,000",291045518.0,667999518.0
Man on a Ledge,2012,102.0,Action,64,"Jan 27, 2012","$42,000,000",18620000.0,49621440.0
Man on a Ledge,2012,102.0,Adventure,64,"Jan 27, 2012","$42,000,000",18620000.0,49621440.0
Man on a Ledge,2012,102.0,Crime,64,"Jan 27, 2012","$42,000,000",18620000.0,49621440.0
Manchester by the Sea,2016,137.0,Drama,30,"Nov 18, 2016","$8,500,000",47695371.0,77733867.0
Mandela: Long Walk to Freedom,2013,141.0,Biography,35,"Nov 29, 2013","$35,000,000",8323085.0,29890402.0
Mandela: Long Walk to Freedom,2013,141.0,Drama,35,"Nov 29, 2013","$35,000,000",8323085.0,29890402.0
Mandela: Long Walk to Freedom,2013,141.0,History,35,"Nov 29, 2013","$35,000,000",8323085.0,29890402.0
Mandy,2016,113.0,Drama,71,"Sep 14, 2018","$6,000,000",1214525.0,1427656.0
Mandy,2016,113.0,Thriller,71,"Sep 14, 2018","$6,000,000",1214525.0,1427656.0
Mandy,2018,121.0,Action,71,"Sep 14, 2018","$6,000,000",1214525.0,1427656.0
Mandy,2018,121.0,Fantasy,71,"Sep 14, 2018","$6,000,000",1214525.0,1427656.0
Mandy,2018,121.0,Horror,71,"Sep 14, 2018","$6,000,000",1214525.0,1427656.0
Manglehorn,2014,97.0,Drama,41,"Jun 19, 2015","$4,000,000",132270.0,797439.0
Maniac,2011,160.0,Action,28,"Jan 1, 1980","$350,000",10000000.0,10000000.0
Maniac,2011,160.0,Horror,28,"Jan 1, 1980","$350,000",10000000.0,10000000.0
Maniac,2011,160.0,Thriller,28,"Jan 1, 1980","$350,000",10000000.0,10000000.0
Maniac,2012,89.0,Horror,28,"Jan 1, 1980","$350,000",10000000.0,10000000.0
Maniac,2012,89.0,Thriller,28,"Jan 1, 1980","$350,000",10000000.0,10000000.0
Margaret,2011,150.0,Drama,27,"Sep 30, 2011","$14,000,000",47185.0,623292.0
Margin Call,2011,107.0,Drama,37,"Oct 21, 2011","$3,400,000",5353586.0,20433227.0
Margin Call,2011,107.0,Thriller,37,"Oct 21, 2011","$3,400,000",5353586.0,20433227.0
Marmaduke,2010,87.0,Comedy,59,"Jun 4, 2010","$50,000,000",33644788.0,89895930.0
Marmaduke,2010,87.0,Family,59,"Jun 4, 2010","$50,000,000",33644788.0,89895930.0
Mars Needs Moms,2011,88.0,Adventure,94,"Mar 11, 2011","$150,000,000",21392758.0,39549758.0
Mars Needs Moms,2011,88.0,Animation,94,"Mar 11, 2011","$150,000,000",21392758.0,39549758.0
Mars Needs Moms,2011,88.0,Family,94,"Mar 11, 2011","$150,000,000",21392758.0,39549758.0
Marshall,2017,118.0,Biography,7,"Oct 13, 2017","$12,000,000",10051659.0,10116816.0
Marshall,2017,118.0,Crime,7,"Oct 13, 2017","$12,000,000",10051659.0,10116816.0
Marshall,2017,118.0,Drama,7,"Oct 13, 2017","$12,000,000",10051659.0,10116816.0
Martha Marcy May Marlene,2011,102.0,Drama,42,"Oct 21, 2011","$1,000,000",2981038.0,5438911.0
Martha Marcy May Marlene,2011,102.0,Mystery,42,"Oct 21, 2011","$1,000,000",2981038.0,5438911.0
Martha Marcy May Marlene,2011,102.0,Thriller,42,"Oct 21, 2011","$1,000,000",2981038.0,5438911.0
Mary Poppins Returns,2018,130.0,Comedy,45,"Dec 19, 2018","$130,000,000",171958438.0,341528518.0
Mary Poppins Returns,2018,130.0,Family,45,"Dec 19, 2018","$130,000,000",171958438.0,341528518.0
Mary Poppins Returns,2018,130.0,Fantasy,45,"Dec 19, 2018","$130,000,000",171958438.0,341528518.0
Mary Queen of Scots,2013,119.0,Biography,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Mary Queen of Scots,2013,119.0,Drama,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Mary Queen of Scots,2013,119.0,History,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Mary Queen of Scots,2018,124.0,Biography,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Mary Queen of Scots,2018,124.0,Drama,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Mary Queen of Scots,2018,124.0,History,60,"Dec 7, 2018","$25,000,000",16468499.0,46734733.0
Max,2010,52.0,Biography,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2010,52.0,Comedy,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2010,52.0,Documentary,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2012,83.0,Comedy,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2015,111.0,Adventure,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2015,111.0,Drama,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max,2015,111.0,Family,36,"Jun 26, 2015","$20,000,000",42656255.0,43658157.0
Max Steel,2016,92.0,Action,68,"Oct 14, 2016","$10,000,000",3818664.0,4563080.0
Max Steel,2016,92.0,Adventure,68,"Oct 14, 2016","$10,000,000",3818664.0,4563080.0
Max Steel,2016,92.0,Family,68,"Oct 14, 2016","$10,000,000",3818664.0,4563080.0
May,2014,10.0,Documentary,36,"Feb 7, 2003","$1,750,000",145540.0,634803.0
Maze Runner: The Scorch Trials,2015,131.0,Action,38,"Sep 18, 2015","$61,000,000",81697192.0,310566162.0
Maze Runner: The Scorch Trials,2015,131.0,Sci-Fi,38,"Sep 18, 2015","$61,000,000",81697192.0,310566162.0
Maze Runner: The Scorch Trials,2015,131.0,Thriller,38,"Sep 18, 2015","$61,000,000",81697192.0,310566162.0
"McFarland, USA",2015,129.0,Biography,80,"Feb 20, 2015","$17,000,000",44480275.0,45707924.0
"McFarland, USA",2015,129.0,Drama,80,"Feb 20, 2015","$17,000,000",44480275.0,45707924.0
"McFarland, USA",2015,129.0,Sport,80,"Feb 20, 2015","$17,000,000",44480275.0,45707924.0
Me Before You,2016,106.0,Drama,20,"Jun 3, 2016","$20,000,000",56245075.0,208265198.0
Me Before You,2016,106.0,Romance,20,"Jun 3, 2016","$20,000,000",56245075.0,208265198.0
Me and Earl and the Dying Girl,2015,105.0,Comedy,100,"Jun 12, 2015","$8,000,000",6758416.0,9266180.0
Me and Earl and the Dying Girl,2015,105.0,Drama,100,"Jun 12, 2015","$8,000,000",6758416.0,9266180.0
